BIZRNO,ENT_NM,HDQTR_KOR_ADRS,HDQTR_KOR_DETAIL_ADRS,HDQTR_LEGAL_CD,HOMP_URL
0300000029,정부민원안내콜센터,"경기 과천시 관문로 47 (중앙동, 정부과천청사)",,4129010700,청사2동 6층
0300000030,과천시가족센터,"경기 과천시 관악산길 58 (관문동, 온온사, 과천시 가족센터)",,4129010100,https://gchfsc.familynet.or.kr/center/index.do
0300000125,과천시추사박물관,"경기 과천시 추사로 78 (주암동, 추사박물관)",,4129010600,https://www.gccity.go.kr/chusamuseum/main.do
0300000403,과천시평생학습센터,"경기 과천시 통영로 5 (중앙동, 과천시민회관)",1층 평생학습센터,4129010700,https://www.gcedu.go.kr/
0300013794,과천시 어린이급식관리지원센터,"경기 과천시 관문로 69 (중앙동, 과천시청)",과천시의회 B1,4129010700,https://ccfsm.foodnara.go.kr/gwacheon/
0300021812,국사편찬위원회,"경기 과천시 교육원로 86 (중앙동, 국사편찬위원회)",,4129010700,http://www.history.go.kr/;jsessionid=045725316284B8F31698E46FB1ABB564
0300041244,보건복지상담센터,"경기 과천시 관문로 47 (중앙동, 정부과천청사)",2동 7층,4129010700,http://www.129.go.kr/index.jsp
0300041581,경기도 과천시 치매안심센터,"경기 과천시 관문로 69 (중앙동, 과천시청)",,4129010700,https://ghc.nid.or.kr/main/main.aspx
0300045878,국립과천과학관,"경기 과천시 상하벌로 110 (과천동, 국립과천과학관)",,4129010500,https://www.sciencecenter.go.kr/scipia/
0300055555,경인지방식품의약품안전청,"경기 과천시 관문로 47 (중앙동, 정부과천청사)",4동,4129010700,https://www.mfds.go.kr/gyeongin/index.do
0300055557,과천문화원,"경기 과천시 문원로 40-1 (문원동, 과천문화원)",,4129010200,http://www.gccc.or.kr/main.asp
0300056852,서울대공원,"경기 과천시 대공원광장로 102 (막계동, 서울대공원)",,4129010400,https://grandpark.seoul.go.kr/main/ko.do#page5
0300058798,과천소방서,"경기 과천시 통영로 12 (중앙동, 과천소방서)",,4129010700,119.gg.go.kr/gwacheon
0345613216,국군수송사령부,경기 과천시 과천대로 727 (과천동),,4129010500,
0400000001,광명문화재단,"경기 광명시 시청로 20 (철산동, 광명시청)",시민회관 2층,4121010200,
0400000002,광명시청소년재단,"경기 광명시 소하일로 9 (소하동, 광명시 청소년수련관)",,4121010400,
0400000003,광명시 철산도서관,"경기 광명시 철산로 56 (철산동, 광명시철산도서관,철산3동주민센터)",,4121010200,
0400000004,광명시 광명도서관,"경기 광명시 원광명안로 48 (광명동, 광명시광명도서관)",,4121010100,
0400000005,광명시 하안도서관,"경기 광명시 철망산로 46 (하안동, 광명시하안도서관)",,4121010300,
0400000006,광명시건강가정·다문화가족지원센터,"경기 광명시 디지털로 34 (철산동, 민방위교육장)",2층,4121010200,
0400000007,광명시 소하도서관,"경기 광명시 소하일로 7 (소하동, 소하도서관)",,4121010400,
0400000008,광명시평생학습원,"경기 광명시 오리로854번길 10 (철산동, 광명시평생학습원)",,4121010200,
0400000009,광명시 충현도서관,경기 광명시 충현로42번길 19 (소하동),,4121010400,
0400000010,광명차량등록사업소,"경기 광명시 오리로 701 (하안동, 광명시 차량등록 사업소)",,4121010300,
0400000011,광명시여성비전센터,"경기 광명시 오리로366번길 6 (소하동, 광명시여성비전센터)",,4121010400,
0400000012,광명시장애인체육회,"경기 광명시 오리로 703 (하안동, 광명시민체육관)",,4121010300,
0400000013,광명시사회적경제지원센터,"경기 광명시 오리로 362 (소하동, 창업지원센터)",,4121010400,http://gmsocial.or.kr/sys/
0400000014,광명시육아종합지원센터,"경기 광명시 성채로78번길 7 (소하동, 광명시육아종합지원센터)",,4121010400,http://gmscc.or.kr/index.asp
0400000016,광명옹달샘도서관,"경기 광명시 오리로964번길 29-1 (광명동, 옹달샘도서관)",,4121010100,http://gmlib.gm.go.kr/OngdalsaemMain.do
0400000017,광명시철산도서관,"경기 광명시 철산로 56 (철산동, 광명시철산도서관,철산3동주민센터)",,4121010200,http://gmlib.gm.go.kr/CheolsanMain.do
0400000018,광명시민체육관,"경기 광명시 시청로 20 (철산동, 광명시청)",,4121010200,http://www.gm.go.kr/pt/index.do
0400000019,광명경기문화창조허브,"경기 광명시 가학로85번길 142 (가학동, 광명자원회수시설)",,4121010700,https://www.gcon.or.kr/ghub
0400000020,광명시도시재생지원센터,"경기 광명시 시청로 20 (철산동, 광명시청)",,4121010200,http://www.gm.go.kr/pt/index.do
0400000021,광명시지속가능발전협의회,"경기 광명시 안재로1번길 27 (하안동, 안터생태공원)",,4121010300,https://www.gm21.or.kr:6039/index.php
0400000022,소하노인종합복지관,"경기 광명시 소하로 25 (소하동, 소하1동주민센터)",,4121010400,http://www.gmsenior.or.kr/
0400000023,광명시 기후에너지센터,"경기 광명시 시청로 20 (철산동, 광명시청)",,4121010200,http://www.gm.go.kr/pt/index.do
0400000024,안현 작은도서관,경기 광명시 안재로14번길 16-1 (하안동),,4121010300,https://gmlib.gm.go.kr/front/
0400000025,(재)광명시자원봉사센터,"경기 광명시 철산로 56 (철산동, 광명시철산도서관,철산3동주민센터)",,4121010200,http://www.gm1365.or.kr/index.php
0400000026,광명시아동보호전문기관,경기 광명시 금하로 526 (소하동),,4121010400,http://gmcchild.cafe24.com/
0400000027,광명시체육회,"경기 광명시 오리로 703 (하안동, 광명시민체육관)",,4121010300,https://ggsports.gg.go.kr/
0400000028,광명업사이클아트센터,"경기 광명시 가학로85번길 142 (가학동, 광명자원회수시설)",,4121010700,https://www.gm.go.kr/up/index.do
0400000029,광명시지역사회보장협의체,"경기 광명시 시청로 20 (철산동, 광명시청)",,4121010200,http://www.gm.go.kr/pt/index.do
0400000030,광명시 시민건강증진센터,"경기 광명시 시청로 20 (철산동, 광명시청)",,4121010200,http://www.gm.go.kr/pt/index.do
0400000031,광명시 건강생활지원센터,"경기 광명시 오리로 1018 (광명동, 광명종합사회복지관)",,4121010100,http://www.gm.go.kr/health/index.do
0400000032,(사)경기장애인부모연대,경기 광명시 범안로 998 (하안동),,4121010300,http://ggbumo.or.kr/main/main.php
0400000033,연서도서관,경기 광명시 연서일로 10 (철산동),,4121010200,https://gmlib.gm.go.kr/front/
0400000034,광명시청소년상담복지센터,경기 광명시 디지털로 34 (철산동),,4121010200,https://www.gmyouth.org/index.do
0400000035,광명시장애인생활이동지원센터,"경기 광명시 시청로 20 (철산동, 광명시청)",,4121010200,http://www.gm.go.kr/pt/index.do
0400000036,광명시의회,"경기 광명시 시청로 20 (철산동, 광명시청)",,4121010200,https://council.gm.go.kr/
0400000037,광명여성새일센터,"경기 광명시 오리로366번길 6 (소하동, 광명시여성비전센터)",,4121010400,https://woman.gm.go.kr/www/index.do
0400000038,광명시환경교육센터,"경기 광명시 철망산로 2 (하안동, 평생학습원)",1층 102호,4121010300,https://www.gm.go.kr/pt/index.do
0400000039,광명시공익활동지원센터,"경기 광명시 광명역로 51 (일직동, 광명역복합터미널)",,4121010600,
0400000040,광명시게임창작소,"경기 광명시 철망산로 46 (하안동, 광명시하안도서관)",3층,4121010300,https://cafe.naver.com/gamemakerspace
0400000041,광명시청소년수련관,"경기 광명시 소하일로 9 (소하동, 광명시 청소년수련관)",,4121010400,https://blog.naver.com/gmyouth_2018
0400000042,광명시청소년지원센터 꿈드림,경기 광명시 디지털로 34 (철산동),노둣돌 1호동 3층 광명시청소년지원센터,4121010200,https://blog.naver.com/kdream7942
0400000043,광명시창업지원센터,"경기 광명시 오리로 362 (소하동, 창업지원센터)",,4121010400,https://www.gmstartup.or.kr/pages/
0400000044,광명시마을자치센터,경기 광명시 오리로854번길 10 (철산동),광명시마을자치센터,4121010200,
0400000045,광명시장애인단체연합회,경기 광명시 오리로 703 (하안동),1층 광명시장애인단체연합회,4121010300,
0400000046,육군 제52사단,경기 광명시 성채로78번길 45 (소하동),제 52사단 군수참모처,4121010400,
0400000047,광명상공회의소,"경기 광명시 철산로 20 (철산동, 야우리빌딩)",901호,4121010200,https://gmcci.korcham.net/front/user/main.do
0400000048,광명경찰서,"경기 광명시 디지털로 5 (철산동, 광명경찰서)",,4121010200,
0400000049,일직동 행정복지센터,"경기 광명시 광명역로 51 (일직동, 광명역복합터미널)",2층,4121010600,
0400000050,광명시가족센터,경기 광명시 디지털로 34 (철산동),,4121010200,https://gmfc.familynet.or.kr/center/index.do
0400021254,광명시립하안노인종합복지관,경기 광명시 철망산로 48 (하안동),,4121010300,http://www.haansenior.or.kr/
0400021255,시립광명종합사회복지관,"경기 광명시 오리로 1018 (광명동, 광명종합사회복지관)",,4121010100,https://www.gmswc.or.kr/main/main.html
0400021541,경기광명지역자활센터,"경기 광명시 오리로 643 (하안동, 석산빌딩)",502호,4121010300,http://www.kmjahwal.co.kr/
0400021885,광명문화원,"경기 광명시 철망산로 42 (하안동, 광명문화원)",,4121010300,http://www.gmcc.or.kr/main.php
0400022331,경기도광명교육지원청,"경기 광명시 광명로 777 (광명동, 광명교육청)",,4121010100,http://www.goegm.kr/edugm/
0400025552,(사)한국예술문화단체총연합회 광명지회,"경기 광명시 시청로 20 (철산동, 광명시청)",광명시민회관 2층,4121010200,http://www.artgm.or.kr/
0400031231,(사)한국지역복지봉사회,경기 광명시 소하로 88 (소하동),청학프라자 601호,4121010400,http://www.kcwva.or.kr/
0400031791,광명시립노인요양센터,"경기 광명시 오리로 613 (하안동, 광명시보건소)",,4121010300,https://cafe.naver.com/gmscc/1287
0400036689,광명시 연서도서관,경기 광명시 연서일로 10 (철산동),,4121010200,https://gmlib.gm.go.kr/front/index.php?g_page=intro&m_page=intro01_07
0500000001,광주시장애인체육회,"경기 광주시 파발로 176 (경안동, 광주시공설운동장)",,4161010100,http://www.gjsad.co.kr/
0500000002,광주시청소년상담복지센터,"경기 광주시 회안대로 350-17 (태전동, 광주시 청소년수련관)",,4161011000,
0500000003,광주시 건강가정·다문화가족지원센터,경기 광주시 통미로52번길 19 (송정동),,4161010300,
0500000004,광주시 곤지암읍,"경기 광주시 곤지암읍 광여로 59 (곤지암리, 곤지암행정복지센터)",,4161025921,
0500000005,광주시어린이급식관리지원센터,,,,
0500000006,광주시자원봉사센터,"경기 광주시 중앙로175번길 12 (송정동, 광주시자원봉사센터)",,4161010300,
0500000007,광주시농업기술센터,경기 광주시 이배재로 209-3 (목현동),,4161010600,
0500000008,광주시육아종합지원센터,경기 광주시 남한산성면 회안대로 1404-1 (광지원리),,4161037023,
0500000009,광주시립중앙도서관,"경기 광주시 문화로 82 (경안동, 시립도서관)",,4161010100,
0500000010,경기광주시육아종합지원센터,경기 광주시 남한산성면 회안대로 1404-1 (광지원리),,4161037023,http://www.gjchildcare.or.kr/
0500000011,광주시장애인생활이동지원센터,"경기 광주시 행정타운로 50 (송정동, 광주시청)",,4161010300,https://www.gjcity.go.kr/main.do
0500000012,경기도광주하남교육지원청,"경기 광주시 광주대로 178 (송정동, 광주하남교육지원청)",,4161010300,http://www.goegh.kr/main.php
0500000013,광남동행정복지센터,"경기 광주시 행정타운로 50 (송정동, 광주시청)",,4161010300,https://www.gjcity.go.kr/main.do
0500000014,광주문화재단,광주 남구 천변좌로338번길 7 (구동),,2915510200,http://www.gjcf.or.kr/cf/index.do
0500000015,한국문학관협회,"경기 광주시 남한산성면 남한산성로792번길 24-7 (산성리, 만해기념관)",,4161037021,http://www.munhakwan.com/index.html
0500000016,경기도남한산성세계유산센터,경기 광주시 남한산성면 남한산성로 731-35 (산성리),,4161037021,https://www.gg.go.kr/namhansansung-2
0500000017,광주시지역사회보장협의체,경기 광주시 중앙로175번길 12 (송정동),,4161010300,http://www.gjwelfare.com/
0500000018,경기광주시어린이급식관리지원센터,경기 광주시 초월읍 경충대로 1376-1 (대쌍령리),,4161025321,https://ccfsm.foodnara.go.kr/gjcity/
0500000019,광주시의회,"경기 광주시 행정타운로 50 (송정동, 광주시청)",,4161010300,https://gjcouncil.go.kr/
0500000020,광주열린상담소,경기 광주시 광주대로97번길 18 (송정동),,4161010300,http://www.xn--hc0br5i0pg05hb3aj2pgzf.com/
0500000021,경기도미래세대재단,경기 광주시 퇴촌면 천진암로 1243 (우산리),,4161034023,
0500000022,오포건강생활지원센터,경기 광주시 오포로 884-1 (고산동),,4161011400,
0500000023,광주시 광남도서관,경기 광주시 고불로46번길 47 (태전동),,4161011000,
0500000024,탄벌동 행정복지센터,"경기 광주시 탄벌길 6 (탄벌동, 탄벌동행정복지센터)",,4161010500,
0500000025,광주시청년지원센터,,,,https://www.gj-youth.or.kr/
0500000026,(재)광주시민장학회,"경기 광주시 행정타운로 50 (송정동, 광주시청)",,4161010300,
0500000028,광주시 주민자치센터,"경기 광주시 행정타운로 50 (송정동, 광주시청)",,4161010300,https://www.gjcity.go.kr/jumin/main.do
0500000029,사회복지법인 향림원,경기 광주시 곤지암읍 광여로 555-58 (연곡리),,4161025932,
0500000030,경안동행정복지센터,"경기 광주시 중앙로 125 (경안동, 경안동행정복지센터)",,4161010100,
0500000031,광주시맑은물사업소,경기 광주시 중앙로 199 (송정동),복지행정타운 2층,4161010300,
0500000032,경기도수자원본부,"경기 광주시 남종면 산수로 1692 (분원리, 경기도수자원본부)",,4161035021,
0500011121,광주경찰서,"경기 광주시 포돌이로 135 (탄벌동, 광주경찰서)",,4161010500,https://www.ggpolice.go.kr/gj/index.do
0500011877,광주시노인복지관,"경기 광주시 파발로 202 (탄벌동, 광주시노인복지회관)",,4161010500,http://www.gjswc.kr/gjnoin/index.do
0500014856,경기광주교육도서관,"경기 광주시 경안안길58번길 3 (경안동, 경기광주교육도서관)",,4161010100,https://www.gjlib.or.kr/
0500021568,광주시가족센터,경기 광주시 통미로52번길 19 (송정동),,4161010300,https://gggj.familynet.or.kr/center/
0500021884,경기도 광주시 치매안심센터,"경기 광주시 초월읍 경충대로 1009-40 (쌍동리, 초월보건지소)",,4161025322,https://gjcity.nid.or.kr/main/main.aspx
